#Source_name;Variability_index;ASSOC1;ASSOC2;ASSOC_TEV;CLASS1;Flags
3FGL J1410.9+7406;43.4871;;;;;512
3FGL J1411.1+3717;41.1855;;;;;1
3FGL J1411.4-0724;37.256;;;;;0
3FGL J1411.8-5743;43.0132;;;;;2048
3FGL J1412.0+5249;47.6471;SBS 1410+530;;;bcu;0
3FGL J1412.3-6635;47.8699;;;;;0
3FGL J1413.2-6518;55.4176;Circinus galaxy;;;sey;12
3FGL J1413.4-6205;46.6012;LAT PSR J1413-6205;;;PSR;0
3FGL J1415.0-1001;44.0775;PKS B1412-096;;;fsrq;0
3FGL J1415.2+4832;53.9358;RX J1415.5+4830;;;bll;0
3FGL J1416.0+1325;83.2681;PKS B1413+135;;;bcu;0
3FGL J1416.1-2417;41.6441;NVSS J141612-241812;;;bll;0
3FGL J1417.5-4402;54.9807;;;;;0
3FGL J1417.7-5026;40.8397;;;;;0
3FGL J1417.8+2540;45.0707;1E 1415.6+2557;;;bll;0
3FGL J1418.4-0233;84.491;NVSS J141826-023336;;;bll;0
3FGL J1418.5+3543;905.941;NVSS J141828+354250;;;BCU;0
3FGL J1418.6-6058;65.2706;LAT PSR J1418-6058;;Kookaburra (Rabbit);PSR;16
3FGL J1418.9+7731;62.0257;1RXS J141901.8+773229;;;bcu;0
3FGL J1419.1-5156;37.7633;PMN J1419-5155;;;bcu;257
3FGL J1419.1-5534;55.2315;;;;;265
3FGL J1419.5-0836;190.615;NVSS J141922-083830;;;bcu;0
3FGL J1419.5+0449;37.7849;SDSS J141927.49+044513.7;;;bll;0
3FGL J1419.8+3819;39.6652;B3 1417+385;;;fsrq;0
3FGL J1419.9+5425;106.236;OQ 530;;;bll;0
3FGL J1420.0-6048;56.6694;PSR J1420-6048;;Kookaburra PWN;PSR;0
3FGL J1420.9-4615;41.2466;;;;;1
3FGL J1421.0-2431;44.1593;;;;;0
3FGL J1421.0-1122;71.082;PMN J1420-1118;;;bcu;0
3FGL J1421.8-7920;43.546;;;;;0
3FGL J1422.4+3227;52.4485;OQ 334;;;fsrq;0
3FGL J1422.4-6137;49.7741;LAT PSR J1422-6138;;;PSR;0
3FGL J1422.8-7828;63.0778;PKS 1418-782;;;fsrq;0
3FGL J1422.8+5801;39.1385;1ES 1421+582;;;bll;512
3FGL J1424.3+0434;46.6394;TXS 1421+048;;;bll;0
3FGL J1424.3-1753;49.3603;;;;;0
3FGL J1424.6-6807;130.374;PKS 1420-679;;;bcu;0
3FGL J1424.9+3615;50.2478;FBQS J142455.5+361536;;;bll;0
3FGL J1426.2+3402;39.0931;RGB J1426+340;;;bll;0
3FGL J1427.0+2347;210.253;PKS 1424+240;;PKS 1424+240;BLL;0
3FGL J1427.2+1610;49.6004;;;;;0
3FGL J1427.6-3305;228.794;PKS B1424-328;;;bll;0
3FGL J1427.8-3215;36.0783;NVSS J142750-321515;;;bcu;0
3FGL J1427.9-4206;3146.78;PKS B1424-418;;;FSRQ;0
3FGL J1428.5+4240;59.4609;H 1426+428;;H 1426+428;bll;0
3FGL J1429.8-5910;48.2503;LAT PSR J1429-5911;;;PSR;0
3FGL J1430.8-4434;48.0121;;;;;0
3FGL J1431.1-6425;63.5337;;;;;8
3FGL J1434.1+4203;78.0532;B3 1432+422;;;fsrq;0
3FGL J1434.6+6640;39.0743;1RXS J143442.0+664031;;;bcu;0
3FGL J1434.6+1951;45.2927;OQ 253;;;fsrq;16
3FGL J1435.2+2023;38.4791;TXS 1433+205;;;bll;0
3FGL J1436.8+5639;37.231;RBS 1409;;;bll;0
3FGL J1436.8+2322;70.3067;PKS B1434+235;;;fsrq;0
3FGL J1438.6-4209;33.8211;;;;;0
3FGL J1438.7+3710;470.469;B2 1436+37B;;;fsrq;0
3FGL J1439.2+3931;47.0781;PG 1437+398;;;bll;0
3FGL J1440.0-3955;40.749;1RXS J143949.8-395524;;;bcu;0
3FGL J1440.1+4955;48.3804;GB6 J1439+4958;;;bll;0
3FGL J1440.2-1538;64.0977;PKS 1437-153;;;bll;0
3FGL J1440.4-3845;47.3062;1RXS J144037.4-384658;;;bll;0
3FGL J1440.9+0610;87.0459;PMN J1440+0610;;;bll;0
3FGL J1441.5-5955c;51.4374;;;;spp;36
3FGL J1442.0+4348;41.0034;SDSS J144207.15+434836.6;;;bll;0
3FGL J1442.6+5156;39.6666;3C 303;;;rdg;0
3FGL J1442.8+1200;50.4591;1ES 1440+122;;1ES 1440+122;bll;0
3FGL J1443.9+2502;48.0109;PKS 1441+25;;;fsrq;0
3FGL J1444.0-3907;53.9234;PKS 1440-389;;;bll;0
3FGL J1444.0-7033;37.9015;;;;;0
3FGL J1445.0-0328;57.024;RBS 1424;;;bll;0
3FGL J1445.7-5925;39.9144;;;;;12
3FGL J1446.1-1628;46.6665;PKS B1443-162;;;bll;0
3FGL J1446.6-4701;61.4387;PSR J1446-4701;;;PSR;576
3FGL J1446.8-1831;26.0013;NVSS J144644-182922;;;bcu;0
3FGL J1447.3-5800;51.7187;;;;;0
3FGL J1448.0+3608;92.8602;RBS 1432;;;bll;0
3FGL J1450.4+0911;71.0551;TXS 1448+093;;;fsrq;0
3FGL J1450.9+5200;43.1741;SDSS J145059.99+520111.7;;;bll;0
3FGL J1451.2+6355;37.5173;RX J1451.4+6354;;;bll;0
3FGL J1454.0+1622;58.1673;CLASS J1454+1623;;;fsrq;0
3FGL J1454.2-3751;60.6386;PKS 1451-375;;;fsrq;0
3FGL J1454.5+5124;108.117;TXS 1452+516;;;bll;0
3FGL J1456.7-6046;48.6916;;;HESS J1458-608;;2065
3FGL J1457.4-3539;1933.11;PKS 1454-354;;;FSRQ;0
3FGL J1457.6-6249;33.4204;;;;;0
3FGL J1457.6-5355;38.436;;;;;8
3FGL J1458.7+3719;46.1756;B3 1456+375;;;bll;0
3FGL J1458.7-2120;35.3561;;;;;0
3FGL J1459.4-6053;39.9696;LAT PSR J1459-6053;;HESS J1458-608;PSR;0
3FGL J1500.6+4750;48.9532;TXS 1459+480;;;bll;16
3FGL J1500.9+2238;117.509;MS 1458.8+2249;;;bll;0
3FGL J1502.2+5553;102.712;;;;;0
3FGL J1503.5-5801;67.4757;;;HESS J1503-582;;0
3FGL J1503.7+4759;63.7011;SDSS J150347.99+475930.9;;;bll;0
3FGL J1503.7-6426;83.0829;AT20G J150350-642539;;;bcu;0
3FGL J1503.7-1540;52.1262;RBS 1457;;;bll;0
3FGL J1504.4+1029;10161.5;PKS 1502+106;;;FSRQ;0
3FGL J1504.5-8242;45.3033;1RXS J150537.1-824233;;;bcu;8
3FGL J1505.0-3432;56.3595;PMN J1505-3432;;;bll;0
3FGL J1505.1+0326;57.4473;PKS 1502+036;;;nlsy1;0
3FGL J1506.1+3728;131.601;B2 1504+37;;;fsrq;0
3FGL J1506.3+4332;41.5949;NVSS J150617+433413;;;bll;0
3FGL J1506.4-0340;40.9425;;;;;0
3FGL J1506.6-6219;43.8287;;;HESS J1507-622;;0
3FGL J1506.6+0811;49.5968;PMN J1506+0814;;;bll;0
3FGL J1507.4+1725;52.395;NVSS J150716+172103;;;bll;0
3FGL J1507.6-3710;40.7953;NVSS J150720-370903;;;bcu;0
3FGL J1508.6+2709;38.47;RBS 1467;;;bll;0
3FGL J1508.7-4956;96.1231;PMN J1508-4953;;;bcu;16
3FGL J1509.4-5850;52.6608;PSR J1509-5850;;;PSR;0
3FGL J1509.7+5556;64.6186;SBS 1508+561;;;bll;0
3FGL J1509.9-2951;48.9649;TXS 1507-296;;;bcu;1
3FGL J1510.2-5754;63.4092;;;;;8
3FGL J1510.9-0542;55.7422;PKS 1508-05;;;fsrq;0
3FGL J1511.8-0513;47.5127;NVSS J151148-051345;;;bcu;0
3FGL J1512.2+0202;66.6573;PKS 1509+022;;;fsrq;0
3FGL J1512.2-2255;40.8663;1RXS J151213.1-225515;;;bcu;0
3FGL J1512.3+6622;51.6083;;;;;0
3FGL J1512.3+8005;62.6225;1RXS J151026.3+795946;;;bcu;0
3FGL J1512.8-5639;76.4352;;;;;25
3FGL J1512.8-0906;11014.0;PKS 1510-08;;PKS 1510-089;FSRQ;0
3FGL J1513.1-1014;43.5065;PKS 1511-100;;;fsrq;16
3FGL J1513.3-3719;29.4917;;;;;0
3FGL J1513.4-2549;48.2363;PSR J1513-25;;;psr;0
3FGL J1513.5-3233;296.281;PKS 1510-324;;;fsrq;0
3FGL J1513.8-6250c;58.0714;;;;;293
3FGL J1513.9-5908;60.2129;PSR J1513-5908;;;PSR;5
3FGL J1514.0-5915e;0.0;MSH 15-52;;MSH 15-52;PWN;0
3FGL J1514.1+2940;61.3317;MG2 J151421+2930;;;fsrq;0
3FGL J1514.2-4947;35.4877;PSR J1514-4946;;;PSR;0
3FGL J1514.5-4750;87.283;PMN J1514-4748;;;fsrq;0
3FGL J1514.8+4446;66.9558;NVSS J151436+445003;;;fsrq;0
3FGL J1514.8-3623;44.9092;PMN J1514-3617;;;bcu;0
3FGL J1516.7+3648;71.1981;MG2 J151646+3650;;;bll;0
3FGL J1516.9+1926;54.5029;PKS 1514+197;;;bll;0
3FGL J1517.0+2637;28.3951;;;;;0
3FGL J1517.6-4442;49.8086;;;;;5
3FGL J1517.6+6524;61.1044;1H 1515+660;;;bll;0
3FGL J1517.6-2422;60.3065;AP Librae;;AP Lib;bll;0
3FGL J1518.0-2732;93.1252;TXS 1515-273;;;bcu;0
3FGL J1518.2-5232;62.5314;;;;;0
3FGL J1520.3+4209;91.7217;B3 1518+423;;;fsrq;0
3FGL J1520.8-0348;48.1419;NVSS J152048-034850;;;bll;0
3FGL J1521.1+5543;41.3755;SDSS J152034.98+554256.9;;;bll;0
3FGL J1521.8+4340;78.6193;B3 1520+437;;;fsrq;0
3FGL J1521.9-5736;50.3204;LAT PSR J1522-5734;;;PSR;0
3FGL J1522.1+3144;1604.83;B2 1520+31;;;fsrq;0
3FGL J1522.6-2730;182.912;PKS 1519-273;;;bll;0
3FGL J1525.2-5905;55.302;PMN J1524-5903;;;bcu;24
3FGL J1525.8-0834;42.6823;;;;;0
3FGL J1526.3-4505;52.2339;;;;;1
3FGL J1527.0-3804;42.567;;;;;0
3FGL J1528.1-2904;40.384;;;;;0
3FGL J1528.3-5836;68.7193;;;;;2048
3FGL J1528.7-2247;41.7711;;;;;0
3FGL J1529.5+6733;49.5986;;;;;0
3FGL J1531.0+5737;60.9972;87GB 152947.5+574636;;;bll;0
3FGL J1531.8+4704;42.1936;1RXS J153148.8+465912;;;bll;0
3FGL J1532.0-2618;48.0579;;;;;0
3FGL J1532.0+3018;45.2935;RX J1531.9+3016;;;bll;0
3FGL J1532.7-1319;1924.66;TXS 1530-131;;;bcu;0
3FGL J1533.2+1852;41.3249;RX J1533.1+1854;;;bll;0
3FGL J1533.5+3416;36.2402;RX J1533.3+3416;;;bll;0
3FGL J1533.8-5231;49.9946;;;;;0
3FGL J1534.4+5323;35.0703;1ES 1533+535;;;bll;0
3FGL J1534.5+0128;118.197;PKS 1532+01;;;fsrq;0
3FGL J1535.0+3721;44.3421;RGB J1534+372;;;bll;0
3FGL J1535.7+3920;44.6504;RX J1535.4+3922;;;bll;0
3FGL J1536.3-4949;51.1205;PSR J1536-4948;;;psr;0
3FGL J1536.6+8331;33.26;NVSS J153556+832614;;;bcu;0
3FGL J1537.8-8000;80.4781;PMN J1537-7958;;;bcu;0
3FGL J1538.4-4656;66.6132;;;;;260
3FGL J1539.2-3324;57.8741;;;;;0
3FGL J1539.5+2746;231.999;MG2 J153938+2744;;;fsrq;0
3FGL J1539.8-1128;40.8986;PMN J1539-1128;;;bcu;0
3FGL J1540.1+8155;56.1152;1ES 1544+820;;;bll;0
3FGL J1540.8+1449;43.9641;4C +14.60;;;bll;0
3FGL J1541.6+1414;38.1866;;;;;0
3FGL J1541.8+1105;59.0393;MG1 J154207+1110;;;fsrq;0
3FGL J1542.4-5911;56.013;;;;;1
3FGL J1542.9+6129;355.463;GB6 J1542+6129;;;bll;0
3FGL J1542.9-5141;39.4908;PSR J1543-5149;;;PSR;0
3FGL J1543.5+0451;41.0542;CGCG 050-083;;;bcu;0
3FGL J1543.5-0244;64.9415;;;;;0
3FGL J1544.0+4938;45.3196;PSR J1544+4937;;;PSR;0
3FGL J1544.1-2555;50.9355;;;;;0
3FGL J1544.6-1125;47.4726;;;;;0
3FGL J1545.0-6641;54.4859;;;;;0
3FGL J1546.0+0818;63.4641;1RXS J154604.6+081912;;;bll;0
3FGL J1546.6+1812;39.2032;MG1 J154628+1817;;;bll;0
3FGL J1547.1-2801;42.4438;1RXS J154711.8-280222;;;bcu;0
3FGL J1548.4+1455;67.4286;;;;;0
3FGL J1548.8-2250;49.1123;PMN J1548-2251;;;bll;0
3FGL J1549.0+6309;31.5258;SDSS J154958.45+631021.2;;;bcu;1
3FGL J1549.1-5347c;51.6439;;;;spp;609
3FGL J1549.4+0237;233.78;PKS 1546+027;;;fsrq;0
3FGL J1549.4-4832;31.0826;;;;;1
3FGL J1549.5+1709;60.3737;MG1 J154930+1708;;;bcu;0
3FGL J1549.7-0658;48.9156;NVSS J154952-065907;;;bcu;0
3FGL J1549.9-3044;35.2586;;;;;0
3FGL J1550.3+7409;64.604;87GB 155014.9+741816;;;bcu;1
3FGL J1550.4+6027;44.8012;;;;;0
3FGL J1550.5+0526;56.2845;4C +05.64;;;fsrq;0
3FGL J1551.1-5610;36.5773;;;;spp;16
3FGL J1552.1+0852;48.1634;TXS 1549+089;;;bll;0
3FGL J1552.8-5330;46.4397;;;;;64
3FGL J1552.9-5610;31.0759;;;;spp;64
3FGL J1553.1+5437;56.2541;;;;;0
3FGL J1553.3-0322c;44.4448;;;;;33
3FGL J1553.3-2421;65.6672;PKS 1550-242;;;fsrq;0
3FGL J1553.5-3118;43.8324;1RXS J155333.4-311841;;;bll;0
3FGL J1553.5+1256;513.608;PKS 1551+130;;;fsrq;0
3FGL J1554.4-5315c;49.4994;;;;;560
3FGL J1554.4+2010;31.4492;1ES 1552+203;;;bll;0
3FGL J1555.7+1111;123.554;PG 1553+113;;PG 1553+113;BLL;0
3FGL J1557.0-4225;48.1589;;;;;4
3FGL J1557.4-7040;47.6165;PKS 1552-705;;;bcu;0
3FGL J1558.9-6432;60.347;PMN J1558-6432;;;bll;0
3FGL J1558.9+5625;88.0857;TXS 1557+565;;;bll;0
3FGL J1559.7+8512;61.5809;WN B1609.6+8517;;;bcu;0
3FGL J1559.8-2525;31.1162;NVSS J160005-252439;;;bcu;0
3FGL J1559.9+2319;52.6362;87GB 155744.0+232525;;;bll;0
3FGL J1600.3-5810;22.9428;MRC 1556-580;;;bcu;0
3FGL J1600.8-3053;42.5899;PSR J1600-3053;;;PSR;0
3FGL J1601.9+2306;47.0404;;;;;2048
3FGL J1602.8-1924;44.8366;;;;;0
3FGL J1603.7-6011;50.7007;;;;;1
3FGL J1603.7+1106;73.212;MG1 J160340+1106;;;bll;0
3FGL J1603.9-4903;195.569;PMN J1603-4904;;;bll;0
3FGL J1604.4-4442;258.355;PMN J1604-4441;;;bcu;0
3FGL J1604.6+5714;220.528;GB6 J1604+5714;;;fsrq;0
3FGL J1606.1+5630;36.9232;RBS 1558;;;bll;0
3FGL J1607.0+1551;68.4344;4C +15.54;;;fsrq;0
3FGL J1607.9-2040;39.3867;NVSS J160756-203942;;;bcu;0
3FGL J1608.6+1029;209.286;4C +10.45;;;fsrq;0
3FGL J1610.6-3956;49.1491;PMN J1610-3958;;;fsrq;0
3FGL J1610.8-6649;64.1241;PMN J1610-6649;;;bll;0
3FGL J1611.9+1404;57.5395;;;;;0
3FGL J1612.4-3100;63.0383;NVSS J161219-305937;;;bcu;0
3FGL J1613.4-4222;44.6382;;;;;8
3FGL J1613.8+3410;49.2896;OS 319;;;fsrq;0
3FGL J1614.5-2231;56.6989;PSR J1614-2230;;;PSR;0
3FGL J1615.3-5146e;70.0158;;;HESS J1614-518;spp;516
3FGL J1615.6-4450;66.2581;;;;;25
3FGL J1615.8+4712;49.7142;TXS 1614+473;;;fsrq;0
3FGL J1616.2-5054e;142.494;HESS J1616-508;;HESS J1616-508;PWN;0
3FGL J1616.4+4631;64.6666;MG4 J161600+4632;;;fsrq;0
3FGL J1616.8-5343;50.44;;;;;516
3FGL J1616.8+4111;47.2889;B3 1615+412;;;bll;0
3FGL J1616.8+5846;46.8731;;;;;1
3FGL J1616.8-2300;43.7528;M80;;;glc;0
3FGL J1617.3-2519;42.7312;PMN J1617-2537;;;bcu;0
3FGL J1617.4-5846;128.764;MRC 1613-586;;;fsrq;0
3FGL J1617.7-7717;194.786;PKS 1610-77;;;fsrq;0
3FGL J1617.8+5137;132.235;TXS 1616+517;;;fsrq;0
3FGL J1618.8+5520;34.9428;;;;;0
3FGL J1619.0-5014c;63.2628;;;;;57
3FGL J1619.1+7538;48.9191;;;;;0
3FGL J1620.0-5101;50.4833;;;;;28
3FGL J1620.8-5149;51.9221;;;;;0
3FGL J1620.8-4928;38.3179;PSR J1620-4927;;;PSR;0
3FGL J1621.1-2331;57.7967;PKS 1617-235;;;agn;2048
3FGL J1622.9-5004;54.349;;;;;0
3FGL J1622.9-0312;41.2824;PSR J1622-03;;;psr;0
3FGL J1624.1-4700;50.6429;;;;;2048
3FGL J1624.2-4041;50.7954;;;;;0
3FGL J1624.2-3957;32.4702;;;;;16
3FGL J1624.8-4233;49.3863;;;;;9
3FGL J1625.0+5651;35.588;SBS 1623+569;;;bll;0
3FGL J1625.1-0021;37.31;;;;;0
3FGL J1625.2-2845;52.9699;;;;;0
3FGL J1625.6-2058;39.463;;;;;0
3FGL J1625.7-2527;1080.64;PKS 1622-253;;;fsrq;0
3FGL J1625.9+4125;62.9822;B3 1624+414;;;fsrq;0
3FGL J1626.0-2951;105.276;PKS 1622-29;;;FSRQ;0
3FGL J1626.1+3512;33.3994;RGB J1626+352;;;bll;0
3FGL J1626.2-4911;44.2344;;;HESS J1626-490;;0
3FGL J1626.2-2428c;46.868;;;;;32
3FGL J1626.3-4406;39.5735;;;;;2560
3FGL J1626.4-7640;49.2269;PKS 1619-765;;;bcu;0
3FGL J1627.8+3217;33.0275;;;;;4
3FGL J1628.0-3203;50.5234;PSR J1628-3205;;;psr;0
3FGL J1628.1-3344;36.8333;;;;;1
3FGL J1628.1-5740;36.789;;;;;8
3FGL J1628.1+0254;56.1832;;;;;0
3FGL J1628.2-2431c;30.2843;;;;;48
3FGL J1628.2+7703;47.0121;6C B163030.4+771303;;;bcu;0
3FGL J1628.4-4546;52.3537;;;;;8
3FGL J1628.7-8056;33.3842;;;;;0
3FGL J1628.9-4852;47.3874;;;;spp;8
3FGL J1630.2+3733;46.1943;PSR J1630+3734;;;PSR;0
3FGL J1630.2-1052;29.2417;;;;;0
3FGL J1630.3-6126;81.1779;;;;;0
3FGL J1630.3-4346;39.5878;;;;;8
3FGL J1630.6+8232;58.6389;NGC 6251;;;rdg;0
3FGL J1630.7+5222;72.8596;TXS 1629+524;;;bll;0
3FGL J1630.8+1047;47.651;MG1 J163119+1051;;;bcu;0
3FGL J1632.4-4820;57.9474;PSR J1632-4818;;;psr;4
3FGL J1632.8+3838;29.2697;;;;;0
3FGL J1633.0-4746e;88.2872;HESS J1632-478;;HESS J1632-478;PWN;512
3FGL J1635.2+3809;2324.93;4C +38.41;;;FSRQ;0
3FGL J1635.3+4257;57.0706;;;;;0
3FGL J1636.2-4709c;57.4438;;;;spp;884
3FGL J1636.2-4734;54.6311;SNR G337.0-00.1;;;snr;64
3FGL J1636.7+2624;37.2605;NVSS J163651+262657;;;bcu;0
3FGL J1637.1+1314;31.7185;1RXS J163717.1+131418;;;bll;0
3FGL J1637.6-3449;39.3462;NVSS J163750-344915;;;bcu;0
3FGL J1637.7+4715;562.416;4C +47.44;;;fsrq;0
3FGL J1637.8+7325;32.0174;RX J1637.9+7326;;;bll;0
3FGL J1637.9+5719;123.454;OS 562;;;fsrq;0
3FGL J1638.6-4654;77.5787;;;;spp;0
3FGL J1639.4-5146;58.0275;;;;;0
3FGL J1639.8+4125;63.1068;MG4 J163918+4127;;;fsrq;0
3FGL J1640.4-4634c;37.8822;;;HESS J1640-465;spp;32
3FGL J1640.6-4917;74.7161;;;;;0
3FGL J1640.6+3945;331.367;NRAO 512;;;FSRQ;0
3FGL J1640.9+1142;36.6101;TXS 1638+118;;;bcu;0
3FGL J1641.1-4619c;39.4333;;;HESS J1641-463;spp;36
3FGL J1641.5-5319;56.203;;;;;0
3FGL J1641.5-2856;45.0012;;;;;1
3FGL J1641.8-0619;66.6046;TXS 1639-062;;;bll;0
3FGL J1642.4+8045;42.6545;;;;;0
3FGL J1642.9+3950;201.91;3C 345;;;FSRQ;0
3FGL J1643.6-5002;51.0056;;;;;1
3FGL J1643.6-0642;49.3775;NVSS J164328-064619;;;bcu;0
3FGL J1644.4+2632;42.3549;;;;;0
3FGL J1644.6-0911;38.5097;;;;;0
3FGL J1645.2-5747;37.7981;AT20G J164513-575122;;;bcu;24
3FGL J1645.7-2149;37.0821;;;;;5
3FGL J1645.9-5420;36.523;;;;spp;16
3FGL J1645.9+6336;99.958;TXS 1645+635;;;fsrq;0
3FGL J1646.9-1332;41.9599;;;;;0
3FGL J1647.1-6438;67.8193;PMN J1647-6437;;;bcu;0
3FGL J1647.4+4950;132.654;SBS 1646+499;;;bcu;0
3FGL J1648.0+4230;51.2014;;;;;0
3FGL J1648.3-4611;36.3273;PSR J1648-4611;;Westerlund 1;PSR;4
3FGL J1648.5-4829;48.4025;PMN J1648-4826;;;bcu;520
3FGL J1648.6-5635;38.295;;;;;1
3FGL J1649.4+5238;74.6353;87GB 164812.2+524023;;;bll;0
3FGL J1649.6-3007;52.7288;;;;;0
3FGL J1650.0-4438c;58.8063;;;;;36
3FGL J1650.0+0356;76.6848;;;;;0
3FGL J1650.2-5044;222.615;PMN J1650-5044;;;bcu;0
3FGL J1650.3-4600;55.0562;;;Westerlund 1;;16
3FGL J1650.8+0830;70.4234;MG1 J165034+0824;;;fsrq;0
3FGL J1651.5-4626;39.4116;;;Westerlund 1;;16
3FGL J1651.6+7219;42.0731;RX J1651.6+7218;;;bll;0
3FGL J1652.2-4649;54.0532;;;;;0
3FGL J1652.8-4351;64.552;;;;;0
3FGL J1653.6-0158;55.4034;;;;;0
3FGL J1653.9+3945;251.468;Mkn 501;;Markarian 501;BLL;0
3FGL J1654.0-4617;50.3938;;;;;1
3FGL J1654.3-4907;44.4834;;;;;2329
3FGL J1655.1-4644;42.7432;;;;;1
3FGL J1655.1-3954;34.0862;;;;;0
3FGL J1655.5-4748;45.6677;;;;;8
3FGL J1655.7-4712;42.2194;;;;;0
3FGL J1656.0+2044;89.6971;MG2 J165546+2043;;;bcu;0
3FGL J1656.2-3303;176.775;Swift J1656.3-3302;;;fsrq;0
3FGL J1656.8-2010;47.8775;1RXS J165655.0-201049;;;bcu;0
3FGL J1656.9-3919c;39.6478;;;;;41
3FGL J1656.9+6008;63.0095;87GB 165604.4+601702;;;fsrq;0
3FGL J1657.6-4653;56.3897;;;;;0
3FGL J1657.7+4807;267.819;4C +48.41;;;fsrq;0
3FGL J1658.3+6149;33.4181;NVSS J165808+615001;;;bll;0
3FGL J1658.4-5323;37.9988;PSR J1658-5324;;;PSR;0
3FGL J1659.0-0142;56.5831;;;;;4
3FGL J1659.4+2631;47.0339;4C +26.51;;;fsrq;0
3FGL J1659.7-3132;38.6419;NVSS J165949-313047;;;bcu;0
3FGL J1700.1+6829;993.631;TXS 1700+685;;;fsrq;0
3FGL J1700.4-4019c;53.3951;;;;;548
3FGL J1701.1-4930;48.7746;;;;;1
3FGL J1701.2-3006;46.9287;M62;;;glc;0
3FGL J1701.3-5216;43.6149;;;;;16
3FGL J1701.4-4654;48.8116;;;;;8
3FGL J1702.0-5414;46.7845;;;;;16
3FGL J1702.1-2524;24.9302;;;;;4
3FGL J1702.1-4623;59.5518;;;;;8
3FGL J1702.6+3116;36.7125;RX J1702.6+3115;;;bll;0
3FGL J1702.8-5656;58.7752;;;;;0
3FGL J1703.6-6211;459.563;MRC 1659-621;;;fsrq;0
3FGL J1703.6-2850;26.8785;;;;;4
3FGL J1703.9-4843;41.4025;;;;;0
3FGL J1704.0+7646;116.494;NVSS J170357+764611;;;bcu;0
3FGL J1704.1+1234;47.0017;;;;;0
3FGL J1704.4-0528;41.6637;;;;;0
3FGL J1705.5+0948;45.9342;;;;;0
3FGL J1705.5+7134;33.0163;GB6 J1704+7138;;;bll;0
3FGL J1705.5-4128c;45.1742;;;;;41
3FGL J1707.8+5626;28.1233;;;;;1
3FGL J1709.4-0917;44.132;;;;;4
3FGL J1709.5-0335;49.1071;;;;;1
3FGL J1709.6+4318;1989.66;B3 1708+433;;;fsrq;0
3FGL J1709.7-4429;54.1457;PSR J1709-4429;;HESS J1708-443;PSR;0
3FGL J1709.9+4624;42.3309;;;;;0
3FGL J1710.6-4317;50.7325;;;;;24
3FGL J1711.5-5029;54.3851;PMN J1711-5028;;;bcu;1
3FGL J1711.6+8846;38.6787;1RXS J171643.8+884414;;;bcu;0
3FGL J1712.6+2932;36.7698;RX J1712.8+2931;;;bll;0
3FGL J1713.5-3945e;39.7278;RX J1713.7-3946;;RX J1713.7-3946;SNR;4
3FGL J1714.0+0748;41.6543;PSR J1713+0747;;;PSR;0
3FGL J1714.1-2029;45.1577;1RXS J171405.2-202747;;;bcu;0
3FGL J1714.5-3832;68.7701;CTB 37A;;CTB 37A;snr;0
3FGL J1714.6-3327;53.6042;;;;;0
3FGL J1715.4-4028;59.8606;;;;;0
3FGL J1715.7+6837;117.06;S4 1716+68;;;fsrq;0
3FGL J1716.6-2812;53.6544;NGC 6316;;;glc;0
3FGL J1716.7-8112;42.0025;1RXS J171712.6-811501;;;bcu;0
3FGL J1717.4-5157;383.868;PMN J1717-5155;;;fsrq;0
3FGL J1717.6-5802;47.9865;PSR J1717-5800;;;psr;64
3FGL J1717.6-4404;51.9787;;;;;1
3FGL J1717.8-3342;309.42;TXS 1714-336;;;bll;0
3FGL J1718.0-3726;41.5848;SNR G349.7+00.2;;SNR G349.7+00.2;snr;4
3FGL J1718.1-3056;45.6131;PMN J1718-3056;;;bcu;0
3FGL J1718.1-3825;68.8928;PSR J1718-3825;;HESS J1718-385;PSR;0
3FGL J1719.2+1744;480.603;PKS 1717+177;;;bll;0
3FGL J1719.2-2433;39.7124;;;;;9
3FGL J1719.3+1206;30.4065;1RXS J171921.2+120711;;;bcu;0
3FGL J1720.3-0428;53.7842;;;;;0
3FGL J1720.7+0711;44.076;;;;;0
3FGL J1721.4-5253;38.2319;;;;;0
3FGL J1721.8-3919;43.8934;;;;;1
3FGL J1722.7+6104;61.57;GB6 J1722+6105;;;fsrq;0
3FGL J1722.7-0415;34.0286;;;;;0
3FGL J1722.7+1014;141.008;TXS 1720+102;;;fsrq;0
3FGL J1722.9-4529;40.8511;;;;spp;1
3FGL J1723.5-5609;51.2664;PMN J1723-5614;;;bcu;0
3FGL J1723.6-3646;41.252;;;;;4
3FGL J1723.7-7713;160.428;PKS 1716-771;;;bcu;0
3FGL J1723.9+4004;287.508;S4 1722+40;;;fsrq;0
3FGL J1725.0-0513;36.8594;;;;;0
3FGL J1725.0+1152;79.8813;1H 1720+117;;H 1722+119;bll;0
3FGL J1725.1-2832;55.742;;;;spp;513
3FGL J1725.3+5853;69.4336;7C 1724+5854;;;bll;0
3FGL J1725.7-3555c;50.6025;;;;;48
3FGL J1726.6-3530c;60.3084;;;;;36
3FGL J1727.1+4531;276.074;S4 1726+45;;;fsrq;0
3FGL J1727.4+0634;44.3664;;;;;0
3FGL J1727.6-0654;49.9238;;;;;1
3FGL J1727.7-2637;52.1044;;;;;0
3FGL J1728.0-4606;41.6867;;;;spp;0
3FGL J1728.0+1217;88.5986;PKS 1725+123;;;fsrq;0
